time,acc_x,acc_y,acc_z,gyro_x,gyro_y,gyro_z
7.36,0.499878,-0.041748,0.075684,-0.489685,-0.019226,0.0047
7.38,0.493408,-0.047424,0.062134,-0.562256,-0.015991,-0.011108
7.4,0.501709,-0.0672,0.034302,-0.609009,-0.018616,-0.025879
7.42,0.434448,-0.067932,0.107422,-0.633484,-0.037476,-0.044495
7.44,0.36499,-0.144531,0.144958,-0.536499,-0.054138,-0.051453
7.46,0.395386,-0.203918,0.052307,-0.38446,-0.030029,-0.026672
7.48,0.40155,-0.201721,-0.053345,-0.306458,0.012207,0.024475
7.5,0.41095,-0.146912,-0.096863,-0.273865,0.031616,0.077087
7.52,0.408447,-0.109314,-0.060059,-0.227234,0.015564,0.099243
7.54,0.408386,-0.109253,-0.040283,-0.206299,-0.007629,0.086426
7.56,0.412842,-0.102417,-0.053467,-0.230286,-0.017273,0.064514
7.58,0.414612,-0.090027,-0.08075,-0.280884,-0.032104,0.043701
7.6,0.416077,-0.074219,-0.09375,-0.33374,-0.06134,0.021179
7.62,0.425476,-0.065247,-0.079407,-0.365784,-0.106323,0.002563
7.64,0.428711,-0.089966,-0.021851,-0.341797,-0.149048,-0.008789
7.66,0.420105,-0.145203,0.04071,-0.242371,-0.169861,-0.013367
7.68,0.410767,-0.159607,0.035522,-0.122131,-0.150085,-0.006775
7.7,0.404968,-0.143738,-0.007385,-0.029297,-0.106384,0.002991
7.72,0.405579,-0.119019,-0.061523,0.029724,-0.071106,0.005981
7.74,0.419189,-0.109924,-0.103821,0.056335,-0.066895,0.004272
7.76,0.4552,-0.105225,-0.114868,0.05835,-0.085388,0.008118
7.78,0.504883,-0.094666,-0.095215,0.04248,-0.10022,0.01886
7.8,0.539001,-0.084412,-0.069519,0.020996,-0.098145,0.030212
7.82,0.540039,-0.068481,-0.04657,0.002197,-0.084778,0.035828
7.84,0.527466,-0.060425,-0.056824,-0.028381,-0.07074,0.033081
7.86,0.507812,-0.07135,-0.064514,-0.064758,-0.066345,0.023132
7.88,0.442383,-0.095154,-0.047058,-0.084167,-0.072632,0.023621
7.9,0.45929,-0.119995,-0.044434,-0.072327,-0.081238,0.0448
7.92,0.532227,-0.115845,-0.06311,-0.0401,-0.079407,0.065735
7.94,0.565369,-0.103455,-0.074463,-0.012695,-0.070129,0.074829
7.96,0.556091,-0.096741,-0.079285,0.006348,-0.057312,0.068176
7.98,0.504272,-0.115784,-0.052734,0.012695,-0.042419,0.05188
8.0,0.434875,-0.146912,-0.058533,-0.00647,-0.030212,0.039062
8.02,0.41864,-0.172119,-0.078979,-0.017517,-0.013916,0.043335
8.04,0.391907,-0.172241,-0.100464,-0.016113,-0.001648,0.065979
8.06,0.378784,-0.158447,-0.118225,-0.026672,0.000244,0.086853
8.08,0.363342,-0.144409,-0.111938,-0.044189,-0.000488,0.096497
8.1,0.324402,-0.144226,-0.096069,-0.060791,-0.001343,0.09259
8.12,0.284607,-0.166016,-0.087952,-0.075378,0.001831,0.07959
8.14,0.248108,-0.222595,-0.069031,-0.069214,0.009521,0.061523
8.16,0.203369,-0.27594,-0.076965,-0.035645,0.017273,0.051208
8.18,0.165649,-0.292664,-0.092224,0.002808,0.031799,0.054016
8.2,0.142883,-0.281616,-0.1073,0.026123,0.043091,0.064209
8.22,0.14917,-0.262695,-0.110901,0.031921,0.038696,0.070435
8.24,0.17926,-0.236511,-0.1026,0.038269,0.024902,0.064087
8.26,0.21582,-0.200134,-0.065308,0.052612,0.00769,0.038086
8.28,0.266235,-0.185303,-0.026001,0.058716,-0.013062,-0.01062
8.3,0.333191,-0.204712,0.003113,0.065186,-0.025635,-0.060913
8.32,0.428406,-0.168762,0.000671,0.07312,-0.031982,-0.079407
8.34,0.590515,-0.10199,-0.006958,0.076416,-0.041382,-0.070801
8.36,0.769165,-0.070007,-0.044067,0.074219,-0.051147,-0.05188
8.38,0.886597,-0.048035,-0.079407,0.060059,-0.044312,-0.03125
8.4,0.977844,-0.03894,-0.125488,0.038513,-0.016907,-0.004822
8.42,1.037842,-0.018494,-0.147705,0.011047,0.012085,0.023254
8.44,0.989929,-0.001404,-0.125183,-0.008606,0.032654,0.051575
8.46,0.946472,-0.013672,-0.124817,-0.007568,0.040466,0.077637
8.48,0.922424,-0.029724,-0.15863,0.003784,0.029724,0.098083
8.5,0.865295,-0.052612,-0.158081,0.016663,0.004211,0.106018
8.52,0.78595,-0.089661,-0.121765,0.021423,-0.03064,0.097107
8.54,0.700867,-0.140381,-0.06897,0.032532,-0.057861,0.080505
8.56,0.620056,-0.19696,-0.002258,0.046387,-0.074341,0.068359
8.58,0.528564,-0.222961,0.025391,0.038025,-0.076355,0.064331
8.6,0.440491,-0.231384,0.009094,0.034363,-0.053833,0.066101
8.62,0.368958,-0.261169,0.031738,0.01239,-0.033447,0.077454
8.64,0.320435,-0.288025,-0.010193,-0.025696,-0.011414,0.090881
8.66,0.283997,-0.273804,-0.05304,-0.051025,0.005005,0.108582
8.68,0.248352,-0.249634,-0.081299,-0.057983,0.008301,0.124146
8.7,0.223083,-0.260376,-0.066345,-0.056641,0.004211,0.125549
8.72,0.19342,-0.263489,-0.025818,-0.040955,0.005493,0.122864
8.74,0.170532,-0.23584,-0.033569,-0.008789,0.023438,0.119202
8.76,0.159607,-0.219116,-0.071472,0.018066,0.047485,0.10553
8.78,0.149353,-0.251831,-0.069824,0.03009,0.060303,0.074219
8.8,0.121826,-0.252563,-0.050537,0.043579,0.062256,0.036194
8.82,0.134277,-0.218384,-0.048157,0.056519,0.070496,-0.001465
8.84,0.203125,-0.191589,-0.050415,0.052368,0.085876,-0.047363
8.86,0.270508,-0.189087,-0.087708,0.014587,0.091736,-0.108276
8.88,0.322388,-0.198975,-0.139648,-0.057617,0.08075,-0.171021
8.9,0.369629,-0.172119,-0.143005,-0.126221,0.055176,-0.210388
8.92,0.450684,-0.107361,-0.087036,-0.161499,0.02771,-0.232788
8.94,0.553528,-0.078979,-0.006775,-0.158569,0.013977,-0.259888
8.96,0.699829,-0.137512,0.045288,-0.109741,0.020813,-0.268616
8.98,0.849609,-0.161316,0.031799,-0.020447,0.052002,-0.24231
9.0,0.888306,-0.139465,-0.024353,0.047607,0.089172,-0.181946
9.02,0.860107,-0.100647,-0.06665,0.050049,0.099548,-0.112976
9.04,0.807739,-0.080444,-0.08783,0.010437,0.080261,-0.05896
9.06,0.735229,-0.115356,-0.099182,-0.038208,0.052368,-0.015808
9.08,0.636475,-0.172363,-0.098694,-0.079468,0.02655,0.041077
9.1,0.544067,-0.191772,-0.074951,-0.093323,0.005066,0.113953
9.12,0.491455,-0.170532,-0.06842,-0.093079,-0.010254,0.175842
9.14,0.457214,-0.137573,-0.067322,-0.108154,-0.022827,0.205017
9.16,0.41156,-0.125244,-0.061035,-0.134705,-0.032166,0.201965
9.18,0.356506,-0.155457,-0.052124,-0.163208,-0.036987,0.177002
9.2,0.31012,-0.218445,-0.043823,-0.181335,-0.037231,0.141174
9.22,0.263123,-0.297302,-0.048035,-0.182495,-0.034424,0.108398
9.24,0.230591,-0.342407,-0.072571,-0.168762,-0.035156,0.089355
9.26,0.197815,-0.339417,-0.093384,-0.143127,-0.038513,0.084473
9.28,0.161987,-0.322205,-0.103333,-0.105286,-0.038696,0.082703
9.3,0.161438,-0.303833,-0.108521,-0.05127,-0.028931,0.07959
9.32,0.157837,-0.29425,-0.096741,0.025757,-0.003662,0.077698
9.34,0.1073,-0.298767,-0.068909,0.102661,0.022339,0.072571
9.36,0.141235,-0.304077,-0.084106,0.149597,0.033264,0.055237
9.38,0.221924,-0.282166,-0.114319,0.177002,0.025146,0.048889
9.4,0.257812,-0.243103,-0.098877,0.203552,0.008179,0.04541
9.42,0.319153,-0.217468,-0.086792,0.20929,-0.024536,0.023254
9.44,0.384949,-0.221191,-0.046326,0.229431,-0.049438,-0.015015
9.46,0.442139,-0.184021,-0.000977,0.277344,-0.05542,-0.05481
9.48,0.549316,-0.126831,0.004456,0.320618,-0.052734,-0.073364
9.5,0.686707,-0.095581,-0.018127,0.330444,-0.045837,-0.069702
9.52,0.789246,-0.069153,-0.021179,0.304321,-0.043396,-0.075134
9.54,0.887085,-0.084351,-0.023987,0.273926,-0.043091,-0.096863
9.56,0.932556,-0.125183,-0.062073,0.24231,-0.037842,-0.098328
9.58,0.903931,-0.142212,-0.0896,0.192322,-0.035645,-0.07074
9.6,0.820618,-0.15448,-0.060059,0.15332,-0.038086,-0.038635
9.62,0.73877,-0.166199,-0.032715,0.147827,-0.034363,-0.014099
9.64,0.674683,-0.163513,-0.028809,0.138733,-0.022888,0.013367
9.66,0.626465,-0.165527,-0.029724,0.116699,-0.007019,0.04303
9.68,0.578735,-0.187195,-0.03656,0.09314,0.005432,0.062744
9.7,0.519653,-0.211853,-0.035828,0.066528,0.004883,0.069885
9.72,0.454834,-0.233093,-0.011902,0.031677,-0.00946,0.072632
9.74,0.402527,-0.248657,0.020874,0.005066,-0.023621,0.077393
9.76,0.36145,-0.250122,0.02832,-0.010498,-0.022522,0.082642
9.78,0.328369,-0.253113,0.021301,-0.027344,-0.010803,0.086121
9.8,0.294922,-0.266785,0.006775,-0.039062,0.001343,0.088196
9.82,0.265686,-0.277039,-0.010498,-0.039124,0.010315,0.092163
9.84,0.245117,-0.267395,-0.026306,-0.031372,0.014404,0.099976
9.86,0.237488,-0.250916,-0.038757,-0.025146,0.015808,0.106995
9.88,0.241028,-0.244629,-0.044189,-0.024414,0.015442,0.106384
9.9,0.235718,-0.264038,-0.031921,-0.016724,0.012756,0.09613
9.92,0.210083,-0.281555,-0.029236,0.006714,0.012817,0.080139
9.94,0.176086,-0.286194,-0.036377,0.027771,0.017761,0.065613
9.96,0.146179,-0.303772,-0.027222,0.042725,0.019592,0.053711
9.98,0.137085,-0.313904,-0.015381,0.070129,0.020386,0.042419
10.0,0.144165,-0.310547,-0.002014,0.107727,0.023132,0.027649
10.02,0.187988,-0.277283,0.00116,0.135925,0.02771,0.00824
10.04,0.266968,-0.24231,0.010498,0.141052,0.029541,-0.013855
10.06,0.381409,-0.212769,0.029053,0.135864,0.026245,-0.039124
10.08,0.559204,-0.198547,0.025818,0.127808,0.017761,-0.057739
10.1,0.757202,-0.177307,0.021667,0.1073,0.005981,-0.069153
10.12,0.900635,-0.161621,0.006653,0.080688,-0.010742,-0.082886
10.14,0.961426,-0.15564,-0.020813,0.04895,-0.020264,-0.097107
10.16,0.947144,-0.158875,-0.046143,0.010498,-0.023987,-0.10144
10.18,0.874329,-0.177063,-0.07843,-0.017578,-0.025452,-0.088684
10.2,0.78479,-0.2099,-0.078552,-0.031677,-0.032654,-0.06134
10.22,0.689392,-0.240417,-0.055054,-0.022095,-0.043579,-0.020569
10.24,0.608276,-0.265259,-0.021057,0.005249,-0.048889,0.026733
10.26,0.537964,-0.271118,0.012024,0.030823,-0.045593,0.073975
10.28,0.466492,-0.264709,0.026733,0.047668,-0.034546,0.111633
10.3,0.399902,-0.248901,0.023682,0.045593,-0.021545,0.13446
10.32,0.35022,-0.238098,0.018799,0.026306,-0.012329,0.141541
10.34,0.309082,-0.24823,0.03009,0.003845,-0.007202,0.134705
10.36,0.267761,-0.273743,0.044983,-0.002502,-0.003906,0.121216
10.38,0.223816,-0.288879,0.037537,0.005432,0.001099,0.1073
10.4,0.189514,-0.292053,0.025391,0.012695,0.0047,0.095032
10.42,0.158997,-0.288513,0.015991,0.019348,0.005493,0.079102
10.44,0.129333,-0.296448,0.01001,0.023193,0.00592,0.058716
10.46,0.098511,-0.304443,0.013672,0.027588,0.009033,0.038757
10.48,0.075989,-0.316528,0.02063,0.038513,0.015015,0.020996
10.5,0.066956,-0.322205,0.026978,0.050171,0.024231,0.005249
10.52,0.066528,-0.319092,0.03302,0.060242,0.035095,-0.010559
10.54,0.084106,-0.313843,0.03894,0.065369,0.042664,-0.030701
10.56,0.122437,-0.313782,0.057861,0.062378,0.041199,-0.059082
10.58,0.179993,-0.312744,0.08606,0.059143,0.029846,-0.091248
10.6,0.273132,-0.311279,0.109802,0.059387,0.019165,-0.114563
10.62,0.388367,-0.292236,0.116089,0.059265,0.017456,-0.125122
10.64,0.521912,-0.247742,0.098633,0.056458,0.017883,-0.129211
10.66,0.68573,-0.19458,0.044861,0.041626,0.017883,-0.124878
10.68,0.841675,-0.17218,-0.012878,0.016479,0.012817,-0.113953
10.7,0.943176,-0.186523,-0.036316,-0.000732,0.002319,-0.101624
10.72,0.948547,-0.192383,-0.047607,-0.001648,-0.011108,-0.083984
10.74,0.913452,-0.197021,-0.047729,0.006958,-0.023315,-0.052979
10.76,0.882202,-0.207397,-0.051392,0.016052,-0.033325,-0.008118
10.78,0.808228,-0.211365,-0.028076,0.029236,-0.039368,0.034424
10.8,0.714966,-0.219727,-0.00531,0.052917,-0.044373,0.06427
10.82,0.627014,-0.236511,0.007202,0.077759,-0.049744,0.086426
10.84,0.536377,-0.24408,0.03186,0.085938,-0.052368,0.103943
10.86,0.450989,-0.248962,0.059631,0.083252,-0.049133,0.114929
10.88,0.38031,-0.255371,0.063416,0.077759,-0.03949,0.120422
10.9,0.324524,-0.256897,0.056885,0.065247,-0.029114,0.122864
10.92,0.269104,-0.261169,0.058289,0.050171,-0.019714,0.121704
10.94,0.226257,-0.267395,0.059631,0.037964,-0.009705,0.116516
10.96,0.192139,-0.272644,0.067566,0.030762,0.000488,0.107605
10.98,0.155151,-0.280212,0.068665,0.032654,0.011169,0.092896
11.0,0.131226,-0.293701,0.070007,0.032898,0.020264,0.07489
11.02,0.118042,-0.309265,0.069946,0.035889,0.03064,0.056885
11.04,0.100586,-0.316528,0.06427,0.046021,0.042053,0.041199
11.06,0.082703,-0.310242,0.064758,0.052795,0.052124,0.026611
11.08,0.084229,-0.304565,0.066956,0.05365,0.058472,0.007202
11.1,0.107849,-0.302795,0.067322,0.048584,0.057739,-0.017822
11.12,0.158752,-0.304382,0.082947,0.041443,0.045654,-0.046326
11.14,0.22406,-0.302673,0.106812,0.040833,0.027405,-0.078491
11.16,0.285645,-0.302246,0.119263,0.052246,0.012024,-0.110962
11.18,0.363037,-0.280273,0.106384,0.064575,0.003662,-0.132507
11.2,0.480042,-0.242432,0.09021,0.060242,-0.003174,-0.141907
11.22,0.628235,-0.213013,0.070251,0.046936,-0.004333,-0.14325
11.24,0.781799,-0.205444,0.040833,0.038635,-0.002502,-0.132263
11.26,0.902344,-0.213745,0.012878,0.038879,-0.000977,-0.108215
11.28,0.958008,-0.220154,0.009949,0.041016,0.00177,-0.073242
11.3,0.928955,-0.231384,-0.007812,0.042725,0.009766,-0.033569
11.32,0.874634,-0.243164,-0.008484,0.044739,0.007202,0.008667
11.34,0.793213,-0.240845,0.023621,0.039185,-0.013977,0.052246
11.36,0.706848,-0.241455,0.049438,0.03186,-0.027161,0.085388
11.38,0.620544,-0.252197,0.073792,0.032715,-0.032654,0.107788
11.4,0.526184,-0.253052,0.089355,0.039368,-0.034607,0.121826
11.42,0.442688,-0.251465,0.099731,0.033203,-0.034546,0.128723
11.44,0.364563,-0.256226,0.112976,0.019897,-0.031494,0.129028
11.46,0.291138,-0.267944,0.115295,0.008911,-0.024841,0.124878
11.48,0.231323,-0.275269,0.116028,-0.001343,-0.013855,0.119507
11.5,0.184082,-0.282227,0.113159,-0.007935,-0.002869,0.110901
11.52,0.152649,-0.288696,0.114929,-0.01062,0.006958,0.099182
11.54,0.121765,-0.304504,0.122925,-0.000732,0.016907,0.085022
11.56,0.091431,-0.314636,0.112732,0.014587,0.029297,0.069641
11.58,0.067444,-0.314209,0.10907,0.020081,0.041626,0.053772
11.6,0.049316,-0.312744,0.101379,0.023071,0.053589,0.034851
11.62,0.047119,-0.315735,0.092468,0.023987,0.062073,0.014221
11.64,0.06488,-0.3125,0.089233,0.022217,0.064758,-0.006287
11.66,0.091187,-0.309631,0.089539,0.018494,0.059387,-0.028809
11.68,0.12262,-0.305603,0.100098,0.017029,0.045105,-0.055176
11.7,0.164795,-0.301208,0.104736,0.018066,0.024475,-0.084167
11.72,0.220886,-0.289429,0.117981,0.01178,0.002869,-0.112488
11.74,0.296936,-0.277893,0.132568,0.002747,-0.013672,-0.138123
11.76,0.38623,-0.271423,0.139038,-0.001099,-0.024597,-0.156677
11.78,0.500549,-0.259399,0.130981,-0.005615,-0.029053,-0.163879
11.8,0.632812,-0.234497,0.109253,-0.015137,-0.029053,-0.159607
11.82,0.771118,-0.219299,0.074768,-0.029541,-0.025757,-0.143921
11.84,0.879456,-0.220764,0.049805,-0.044739,-0.022095,-0.119324
11.86,0.926514,-0.229248,0.029846,-0.053406,-0.019714,-0.087463
11.88,0.91925,-0.241882,0.027405,-0.054321,-0.019775,-0.046936
11.9,0.861633,-0.25885,0.035034,-0.038025,-0.020447,-0.002502
11.92,0.782104,-0.252686,0.035461,-0.015503,-0.0224,0.042053
11.94,0.709351,-0.242676,0.035889,-0.000183,-0.026855,0.080017
11.96,0.630737,-0.248108,0.055603,0.008423,-0.032043,0.105652
11.98,0.541504,-0.251526,0.07428,0.012512,-0.037292,0.121033
12.0,0.454529,-0.250793,0.090942,0.011108,-0.039368,0.128052
12.02,0.3797,-0.251404,0.103882,0.005127,-0.036438,0.12854
12.04,0.31781,-0.263733,0.104248,0.003967,-0.027954,0.125793
12.06,0.259216,-0.270874,0.097046,0.00354,-0.01709,0.121826
12.08,0.208252,-0.2771,0.096436,0.001892,-0.008179,0.116394
12.1,0.172485,-0.285278,0.096985,0.003601,0.000793,0.107788
12.12,0.144043,-0.291504,0.094482,0.008911,0.010071,0.095215
12.14,0.117188,-0.296143,0.091064,0.013611,0.019165,0.079346
12.16,0.093079,-0.301514,0.08783,0.018799,0.027954,0.060547
12.18,0.072754,-0.300232,0.081238,0.02301,0.036072,0.039246
12.2,0.063599,-0.298706,0.078491,0.025574,0.041443,0.015747
12.22,0.075256,-0.298035,0.078552,0.029541,0.041565,-0.009766
12.24,0.111267,-0.301697,0.08667,0.033691,0.034424,-0.035156
12.26,0.154663,-0.300171,0.099609,0.035156,0.022461,-0.060425
12.28,0.212891,-0.298828,0.113159,0.030579,0.007568,-0.086121
12.3,0.289612,-0.295715,0.127197,0.021606,-0.005981,-0.107849
12.32,0.375671,-0.288879,0.136841,0.014221,-0.01416,-0.12262
12.34,0.480042,-0.270447,0.130249,0.008484,-0.017273,-0.131226
12.36,0.606873,-0.250732,0.096436,0.00238,-0.016846,-0.129822
12.38,0.746826,-0.236816,0.059204,-0.007202,-0.015381,-0.117004
12.4,0.871216,-0.245972,0.035889,-0.019897,-0.017883,-0.095276
12.42,0.933716,-0.257629,0.022278,-0.029297,-0.02063,-0.067444
12.44,0.919006,-0.271179,0.021606,-0.032043,-0.020935,-0.034058
12.46,0.836426,-0.280457,0.026428,-0.026733,-0.022339,0.003601
12.48,0.737244,-0.271362,0.042725,-0.014771,-0.028931,0.042664
12.5,0.654297,-0.268005,0.063477,-0.000366,-0.03363,0.075317
12.52,0.5672,-0.272522,0.085327,0.011597,-0.030396,0.097656
12.54,0.481445,-0.277039,0.103027,0.018616,-0.024292,0.113586
12.56,0.40686,-0.273132,0.115173,0.020447,-0.017029,0.123352
12.58,0.341248,-0.26709,0.117737,0.015625,-0.008789,0.125061
12.6,0.284485,-0.266663,0.115662,0.005432,-6.1e-05,0.118896
12.62,0.236633,-0.275146,0.109009,-0.003967,0.007385,0.108643
12.64,0.191833,-0.284729,0.102661,-0.008972,0.01355,0.096924
12.66,0.155029,-0.286865,0.09436,-0.009216,0.018677,0.085449
12.68,0.131226,-0.286804,0.090393,-0.008545,0.02124,0.069885
12.7,0.110229,-0.293701,0.085388,-0.007568,0.022583,0.047791
12.72,0.091431,-0.30127,0.084534,-0.004883,0.023438,0.023865
12.74,0.079895,-0.30835,0.085266,0.002258,0.023865,0.000366
12.76,0.084778,-0.305298,0.09082,0.012695,0.022766,-0.022034
12.78,0.108459,-0.305969,0.092346,0.029419,0.01947,-0.045227
12.8,0.15509,-0.300232,0.098022,0.036316,0.011047,-0.069336
12.82,0.230469,-0.299561,0.111877,0.03009,-0.002686,-0.09491
12.84,0.312134,-0.302246,0.124329,0.017944,-0.015442,-0.117188
12.86,0.382751,-0.295532,0.131531,0.003784,-0.022583,-0.132019
12.88,0.475708,-0.281799,0.123169,-0.012329,-0.024719,-0.139465
12.9,0.596313,-0.270996,0.098206,-0.029419,-0.020508,-0.137817
12.92,0.714417,-0.264343,0.076843,-0.045654,-0.015137,-0.125671
12.94,0.800537,-0.271729,0.057739,-0.051331,-0.013123,-0.104431
12.96,0.835815,-0.274231,0.038147,-0.046326,-0.012024,-0.073975
12.98,0.822327,-0.272278,0.023926,-0.033142,-0.012878,-0.036682
13.0,0.778076,-0.26532,0.018982,-0.019714,-0.016785,0.002136
13.02,0.71759,-0.256287,0.028687,-0.009583,-0.024231,0.035156
13.04,0.659058,-0.257568,0.038025,-0.002808,-0.034241,0.058472
13.06,0.592651,-0.259277,0.05072,0.0,-0.044128,0.074524
13.08,0.509644,-0.262329,0.072998,0.001709,-0.051025,0.084167
13.1,0.426758,-0.263855,0.086853,0.002441,-0.051392,0.090149
13.12,0.359314,-0.263245,0.093445,-0.000671,-0.045105,0.09314
13.14,0.301208,-0.265076,0.09906,-0.006714,-0.035339,0.090759
13.16,0.254761,-0.278442,0.107117,-0.006592,-0.024536,0.083923
13.18,0.210938,-0.300903,0.108765,0.004456,-0.013123,0.075867
13.2,0.179871,-0.305664,0.106018,0.013123,-0.001404,0.070007
13.22,0.156799,-0.306458,0.103882,0.015503,0.010925,0.062195
13.24,0.13092,-0.305176,0.099548,0.01532,0.022888,0.049255
13.26,0.109253,-0.310547,0.089966,0.016785,0.032104,0.031799
13.28,0.101929,-0.316345,0.086853,0.019348,0.036682,0.013733
13.3,0.105408,-0.320862,0.085144,0.024048,0.036011,-0.004517
13.32,0.118469,-0.322083,0.08728,0.02655,0.02887,-0.023804
13.34,0.133301,-0.321838,0.092957,0.028992,0.01532,-0.045471
13.36,0.15918,-0.316528,0.107971,0.026001,-0.002991,-0.068359
13.38,0.206177,-0.315002,0.128296,0.018188,-0.017395,-0.091187
13.4,0.26825,-0.304382,0.140808,0.009644,-0.022827,-0.110962
13.42,0.349304,-0.285583,0.136169,0.004333,-0.021973,-0.125
13.44,0.459839,-0.255188,0.111938,-0.005066,-0.019043,-0.132996
13.46,0.599854,-0.239685,0.078735,-0.019714,-0.017639,-0.13501
13.48,0.721252,-0.235352,0.05304,-0.032227,-0.017395,-0.131287
13.5,0.805786,-0.237,0.032288,-0.040466,-0.019958,-0.12146
13.52,0.853638,-0.244873,0.018005,-0.044983,-0.026184,-0.10144
13.54,0.854248,-0.260071,0.014282,-0.039734,-0.031921,-0.070129
13.56,0.804565,-0.264282,0.009094,-0.026001,-0.036072,-0.030029
13.58,0.725525,-0.251038,0.011841,-0.012695,-0.041321,0.01178
13.6,0.652588,-0.241211,0.023193,-0.004822,-0.048767,0.04425
13.62,0.58429,-0.248169,0.038269,-0.001526,-0.054321,0.065063
13.64,0.506592,-0.252808,0.059509,-0.001038,-0.054382,0.07959
13.66,0.431152,-0.257263,0.078979,-0.001221,-0.050171,0.088867
13.68,0.361633,-0.263062,0.093628,0.000244,-0.041687,0.091553
13.7,0.300659,-0.267273,0.10022,0.002563,-0.030884,0.088562
13.72,0.254028,-0.272217,0.096497,0.001404,-0.019653,0.081421
13.74,0.214355,-0.281738,0.096375,-0.002502,-0.010254,0.071167
13.76,0.180847,-0.293823,0.098938,-0.003784,-0.000854,0.06012
13.78,0.156799,-0.29895,0.098938,-0.000671,0.009644,0.04834
13.8,0.138672,-0.303162,0.093018,0.004333,0.020264,0.033691
13.82,0.129944,-0.310974,0.092041,0.007812,0.028748,0.017334
13.84,0.132263,-0.315979,0.093018,0.009705,0.034973,0.001526
13.86,0.149841,-0.317505,0.09613,0.009277,0.038391,-0.013733
13.88,0.179749,-0.319031,0.101379,0.009766,0.037292,-0.03009
13.9,0.21698,-0.3172,0.108826,0.009583,0.029907,-0.047852
13.92,0.266174,-0.304382,0.111816,0.005859,0.021362,-0.065002
13.94,0.341248,-0.284607,0.111572,0.001038,0.015198,-0.079651
13.96,0.44165,-0.256226,0.082764,-0.002319,0.014648,-0.088562
13.98,0.57135,-0.239746,0.048218,-0.011963,0.012878,-0.090149
14.0,0.690002,-0.244507,0.032288,-0.020813,0.005798,-0.086853
14.02,0.772705,-0.250549,0.023438,-0.022644,-0.00238,-0.075134
14.04,0.817322,-0.246399,0.016479,-0.020813,-0.007385,-0.054565
14.06,0.827393,-0.249023,0.000793,-0.012085,-0.007324,-0.026489
14.08,0.799011,-0.254211,-0.013611,-0.001648,-0.008301,0.006287
14.1,0.729492,-0.250244,-0.003662,0.0047,-0.016724,0.037476
14.12,0.649231,-0.249207,0.018738,0.009766,-0.029419,0.060486
14.14,0.575317,-0.257935,0.041626,0.013611,-0.036804,0.077515
14.16,0.491699,-0.266235,0.068726,0.018372,-0.037415,0.090027
14.18,0.409424,-0.266052,0.084656,0.022522,-0.033264,0.097229
14.2,0.340149,-0.264526,0.095581,0.02063,-0.027039,0.098145
14.22,0.285645,-0.271912,0.098083,0.016052,-0.017334,0.094116
14.24,0.240356,-0.281616,0.103271,0.012268,-0.005981,0.088013
14.26,0.205872,-0.292725,0.103455,0.013367,0.004944,0.080444
14.28,0.17981,-0.297913,0.107361,0.014893,0.013977,0.071167
14.3,0.151184,-0.3078,0.109985,0.021667,0.021545,0.058716
14.32,0.127625,-0.314148,0.105225,0.028137,0.029114,0.044739
14.34,0.11145,-0.317322,0.105042,0.03302,0.035583,0.03009
14.36,0.103027,-0.320984,0.108032,0.040405,0.039612,0.013428
14.38,0.109985,-0.327454,0.117554,0.054077,0.041321,-0.003601
14.4,0.129395,-0.325256,0.108765,0.070496,0.041626,-0.019287
14.42,0.164124,-0.320374,0.113647,0.077759,0.032959,-0.034424
14.44,0.205261,-0.325806,0.11499,0.08197,0.016296,-0.053284
14.46,0.239685,-0.313782,0.13739,0.078613,-0.003845,-0.072205
14.48,0.285889,-0.292786,0.143433,0.069885,-0.018188,-0.090759
14.5,0.376404,-0.271362,0.148254,0.048096,-0.02301,-0.10553
14.52,0.498108,-0.245544,0.132874,0.030945,-0.016418,-0.112305
14.54,0.643616,-0.237183,0.108582,0.02301,-0.001343,-0.109863
14.56,0.767395,-0.247925,0.069214,0.022339,0.013855,-0.097595
14.58,0.853638,-0.247559,0.040588,0.017273,0.021851,-0.07489
14.6,0.884216,-0.252563,0.031433,0.019714,0.023315,-0.047729
14.62,0.862671,-0.261536,0.017456,0.031372,0.022034,-0.016663
14.64,0.803406,-0.262268,0.004333,0.043152,0.009583,0.018433
14.66,0.723938,-0.251465,0.01062,0.043457,-0.014343,0.048096
14.68,0.648499,-0.249939,0.036621,0.039734,-0.035889,0.070129
14.7,0.559509,-0.252075,0.060852,0.04187,-0.045898,0.083618
14.72,0.466125,-0.249939,0.08551,0.040039,-0.0495,0.09082
14.74,0.383362,-0.256226,0.110596,0.035339,-0.04718,0.092896
14.76,0.311218,-0.26123,0.125549,0.027832,-0.036438,0.091248
14.78,0.251465,-0.267944,0.136963,0.019653,-0.020752,0.087097
14.8,0.207825,-0.274597,0.137512,0.016602,-0.002197,0.081604
14.82,0.178711,-0.277649,0.13501,0.018921,0.015625,0.07428
14.84,0.15741,-0.285767,0.128479,0.028198,0.029846,0.063354
14.86,0.135193,-0.288879,0.118591,0.036499,0.039795,0.049866
14.88,0.120544,-0.289612,0.110779,0.041199,0.045471,0.034058
14.9,0.115112,-0.292908,0.106262,0.041931,0.046204,0.014709
14.92,0.123108,-0.295227,0.109741,0.040222,0.040527,-0.006592
14.94,0.14093,-0.292114,0.121033,0.039673,0.02948,-0.028992
14.96,0.172058,-0.30188,0.142639,0.042603,0.014038,-0.051147
